datetime,date,temp,humidity,precip,conditions
2020-07-18 00:00:00,2020-07-18,24.1,94.72,0.0,Overcast
2020-07-18 01:00:00,2020-07-18,24.2,95.88,0.0,Overcast
2020-07-18 02:00:00,2020-07-18,24.2,100.0,0.0,Overcast
2020-07-18 03:00:00,2020-07-18,24.4,97.04,0.0,Overcast
2020-07-18 04:00:00,2020-07-18,24.6,97.05,0.0,Overcast
2020-07-18 05:00:00,2020-07-18,24.4,100.0,0.0,Overcast
2020-07-18 06:00:00,2020-07-18,25.2,95.91,0.0,Overcast
2020-07-18 07:00:00,2020-07-18,25.5,94.78,0.0,Overcast
2020-07-18 08:00:00,2020-07-18,24.9,100.0,0.5,"Rain, Overcast"
2020-07-18 09:00:00,2020-07-18,25.5,95.34,0.0,Overcast
2020-07-18 10:00:00,2020-07-18,26.8,91.51,0.0,Overcast
2020-07-18 11:00:00,2020-07-18,27.7,91.56,0.0,Overcast
2020-07-18 12:00:00,2020-07-18,27.1,91.52,0.0,Overcast
2020-07-18 13:00:00,2020-07-18,27.9,88.38,0.0,Overcast
2020-07-18 14:00:00,2020-07-18,28.2,93.77,0.1,"Rain, Overcast"
2020-07-18 15:00:00,2020-07-18,28.5,86.36,0.0,Overcast
2020-07-18 16:00:00,2020-07-18,28.8,85.88,0.0,Overcast
2020-07-18 17:00:00,2020-07-18,28.4,96.0,0.0,Overcast
2020-07-18 18:00:00,2020-07-18,27.9,89.43,0.0,Overcast
2020-07-18 19:00:00,2020-07-18,28.0,89.44,0.0,Overcast
2020-07-18 20:00:00,2020-07-18,26.9,100.0,1.0,"Rain, Overcast"
2020-07-18 21:00:00,2020-07-18,27.4,92.09,0.0,Overcast
2020-07-18 22:00:00,2020-07-18,27.1,93.17,0.0,Overcast
2020-07-18 23:00:00,2020-07-18,26.2,100.0,4.0,"Rain, Overcast"
2020-07-19 00:00:00,2020-07-19,27.4,92.63,0.0,Overcast
2020-07-19 01:00:00,2020-07-19,26.7,94.82,0.0,Overcast
2020-07-19 02:00:00,2020-07-19,25.7,100.0,0.0,Overcast
2020-07-19 03:00:00,2020-07-19,26.9,94.27,0.0,Overcast
2020-07-19 04:00:00,2020-07-19,26.4,95.94,0.0,Overcast
2020-07-19 05:00:00,2020-07-19,25.7,100.0,0.8,"Rain, Overcast"
2020-07-19 06:00:00,2020-07-19,27.3,88.33,0.0,Overcast
2020-07-19 07:00:00,2020-07-19,27.7,85.26,0.0,Overcast
2020-07-19 08:00:00,2020-07-19,26.2,100.0,0.0,Overcast
2020-07-19 09:00:00,2020-07-19,28.5,82.35,0.0,Overcast
2020-07-19 10:00:00,2020-07-19,30.0,75.97,0.0,Overcast
2020-07-19 11:00:00,2020-07-19,30.7,73.41,1.0,"Rain, Overcast"
2020-07-19 12:00:00,2020-07-19,30.6,76.96,0.0,Overcast
2020-07-19 13:00:00,2020-07-19,31.0,75.67,0.0,Overcast
2020-07-19 14:00:00,2020-07-19,32.4,75.0,0.0,Overcast
2020-07-19 15:00:00,2020-07-19,30.8,75.19,0.0,Overcast
2020-07-19 16:00:00,2020-07-19,29.5,78.65,0.0,Overcast
2020-07-19 17:00:00,2020-07-19,24.9,97.05,5.0,"Rain, Overcast"
2020-07-19 18:00:00,2020-07-19,27.6,85.25,0.0,Overcast
2020-07-19 19:00:00,2020-07-19,26.8,87.24,0.0,Overcast
2020-07-19 20:00:00,2020-07-19,23.7,98.21,0.0,Overcast
2020-07-19 21:00:00,2020-07-19,25.2,92.52,0.0,Overcast
2020-07-19 22:00:00,2020-07-19,24.9,91.94,0.0,Overcast
2020-07-19 23:00:00,2020-07-19,23.4,98.8,3.0,"Rain, Overcast"
2020-07-20 00:00:00,2020-07-20,24.6,92.48,0.0,Overcast
2020-07-20 01:00:00,2020-07-20,24.2,93.02,0.0,Overcast
2020-07-20 02:00:00,2020-07-20,22.9,98.79,0.0,Overcast
2020-07-20 03:00:00,2020-07-20,24.0,93.58,0.0,Overcast
2020-07-20 04:00:00,2020-07-20,23.8,94.71,0.0,Overcast
2020-07-20 05:00:00,2020-07-20,22.6,100.0,10.0,"Rain, Overcast"
2020-07-20 06:00:00,2020-07-20,24.3,91.35,0.0,Overcast
2020-07-20 07:00:00,2020-07-20,24.1,93.02,0.0,Overcast
2020-07-20 08:00:00,2020-07-20,22.4,100.0,20.0,"Rain, Overcast"
2020-07-20 09:00:00,2020-07-20,23.7,96.44,0.0,Overcast
2020-07-20 10:00:00,2020-07-20,24.2,93.02,0.0,Overcast
2020-07-20 11:00:00,2020-07-20,24.7,88.65,0.0,Overcast
2020-07-20 12:00:00,2020-07-20,24.5,88.1,0.0,Overcast
2020-07-20 13:00:00,2020-07-20,25.0,85.51,0.0,Overcast
2020-07-20 14:00:00,2020-07-20,24.7,90.83,0.7,"Rain, Overcast"
2020-07-20 15:00:00,2020-07-20,25.6,81.01,0.0,Overcast
2020-07-20 16:00:00,2020-07-20,25.0,86.03,0.0,Overcast
2020-07-20 17:00:00,2020-07-20,23.1,95.84,6.3,"Rain, Overcast"
2020-07-20 18:00:00,2020-07-20,23.8,93.57,0.0,Overcast
2020-07-20 19:00:00,2020-07-20,23.9,92.44,0.0,Overcast
2020-07-20 20:00:00,2020-07-20,22.2,96.99,3.7,"Rain, Overcast"
2020-07-20 21:00:00,2020-07-20,23.8,93.0,0.0,Overcast
2020-07-20 22:00:00,2020-07-20,23.7,93.56,0.0,Overcast
2020-07-20 23:00:00,2020-07-20,22.7,100.0,0.0,Overcast
2020-07-21 00:00:00,2020-07-21,24.1,93.58,0.0,Overcast
2020-07-21 01:00:00,2020-07-21,24.3,94.16,0.0,Overcast
2020-07-21 02:00:00,2020-07-21,23.1,100.0,0.4,"Rain, Overcast"
2020-07-21 03:00:00,2020-07-21,24.5,94.74,0.0,Overcast
2020-07-21 04:00:00,2020-07-21,24.5,95.31,0.0,Overcast
2020-07-21 05:00:00,2020-07-21,23.2,100.0,0.0,Overcast
2020-07-21 06:00:00,2020-07-21,25.3,91.97,0.0,Overcast
2020-07-21 07:00:00,2020-07-21,25.5,92.53,0.0,Overcast
2020-07-21 08:00:00,2020-07-21,24.4,95.88,0.0,Overcast
2020-07-21 09:00:00,2020-07-21,26.2,90.92,0.0,Overcast
2020-07-21 10:00:00,2020-07-21,27.8,82.76,0.0,Overcast
2020-07-21 11:00:00,2020-07-21,27.2,81.22,0.0,Overcast
2020-07-21 12:00:00,2020-07-21,28.4,80.88,0.0,Overcast
2020-07-21 13:00:00,2020-07-21,28.7,80.44,0.0,Overcast
2020-07-21 14:00:00,2020-07-21,27.7,78.87,0.0,Overcast
2020-07-21 15:00:00,2020-07-21,29.5,76.8,0.0,Overcast
2020-07-21 16:00:00,2020-07-21,29.4,78.17,0.0,Overcast
2020-07-21 17:00:00,2020-07-21,27.9,80.33,0.0,Overcast
2020-07-21 18:00:00,2020-07-21,27.3,86.76,0.0,Overcast
2020-07-21 19:00:00,2020-07-21,26.9,88.3,0.0,Overcast
2020-07-21 20:00:00,2020-07-21,25.4,95.91,0.0,Overcast
2020-07-21 21:00:00,2020-07-21,26.6,89.33,0.0,Overcast
2020-07-21 22:00:00,2020-07-21,26.2,91.47,0.0,Partially cloudy
2020-07-21 23:00:00,2020-07-21,24.6,98.81,0.0,Partially cloudy
2020-07-22 00:00:00,2020-07-22,26.0,93.67,0.0,Overcast
2020-07-22 01:00:00,2020-07-22,25.8,94.79,0.0,Overcast
2020-07-22 02:00:00,2020-07-22,24.1,100.0,0.0,Overcast
2020-07-22 03:00:00,2020-07-22,25.6,95.35,0.0,Partially cloudy
2020-07-22 04:00:00,2020-07-22,25.7,95.92,0.0,Partially cloudy
2020-07-22 05:00:00,2020-07-22,24.4,98.81,0.0,Partially cloudy
2020-07-22 06:00:00,2020-07-22,26.6,92.59,0.0,Overcast
2020-07-22 07:00:00,2020-07-22,27.2,91.53,0.0,Overcast
2020-07-22 08:00:00,2020-07-22,27.9,87.34,0.0,Overcast
2020-07-22 09:00:00,2020-07-22,28.2,89.45,0.0,Partially cloudy
2020-07-22 10:00:00,2020-07-22,30.0,82.53,0.0,Overcast
2020-07-22 11:00:00,2020-07-22,32.6,74.16,0.0,Overcast
2020-07-22 12:00:00,2020-07-22,31.0,80.73,0.0,Overcast
2020-07-22 13:00:00,2020-07-22,32.1,76.29,0.0,Overcast
2020-07-22 14:00:00,2020-07-22,36.2,49.31,0.0,Overcast
2020-07-22 15:00:00,2020-07-22,32.7,74.61,0.0,Overcast
2020-07-22 16:00:00,2020-07-22,32.4,77.68,0.0,Overcast
2020-07-22 17:00:00,2020-07-22,32.7,74.61,0.0,Overcast
2020-07-22 18:00:00,2020-07-22,32.3,80.43,0.0,Overcast
2020-07-22 19:00:00,2020-07-22,32.2,80.89,0.0,Overcast
2020-07-22 20:00:00,2020-07-22,30.7,67.93,0.0,Overcast
2020-07-22 21:00:00,2020-07-22,31.5,82.7,0.0,Overcast
2020-07-22 22:00:00,2020-07-22,31.1,84.61,0.0,Overcast
2020-07-22 23:00:00,2020-07-22,28.2,81.34,0.0,Overcast
2020-07-23 00:00:00,2020-07-23,30.8,85.57,0.0,Overcast
2020-07-23 01:00:00,2020-07-23,30.5,85.04,0.0,Overcast
2020-07-23 02:00:00,2020-07-23,29.9,71.54,0.0,Overcast
2020-07-23 03:00:00,2020-07-23,30.3,84.03,0.0,Overcast
2020-07-23 04:00:00,2020-07-23,29.9,84.98,0.0,Overcast
2020-07-23 05:00:00,2020-07-23,29.2,72.28,0.0,Overcast
2020-07-23 06:00:00,2020-07-23,30.2,80.63,0.0,Overcast
2020-07-23 07:00:00,2020-07-23,30.2,79.69,0.0,Overcast
2020-07-23 08:00:00,2020-07-23,29.7,75.47,0.0,Overcast
2020-07-23 09:00:00,2020-07-23,30.8,76.99,0.0,Overcast
2020-07-23 10:00:00,2020-07-23,31.6,72.7,0.0,Overcast
2020-07-23 11:00:00,2020-07-23,31.7,68.53,0.0,Partially cloudy
2020-07-23 12:00:00,2020-07-23,30.9,77.46,0.0,Partially cloudy
2020-07-23 13:00:00,2020-07-23,30.6,77.88,0.0,Partially cloudy
2020-07-23 14:00:00,2020-07-23,30.7,69.16,0.0,Partially cloudy
2020-07-23 15:00:00,2020-07-23,30.0,76.87,0.0,Partially cloudy
2020-07-23 16:00:00,2020-07-23,29.5,77.26,0.0,Partially cloudy
2020-07-23 17:00:00,2020-07-23,29.4,71.45,0.0,Partially cloudy
2020-07-23 18:00:00,2020-07-23,27.6,80.29,0.0,Partially cloudy
2020-07-23 19:00:00,2020-07-23,27.5,78.84,0.0,Overcast
2020-07-23 20:00:00,2020-07-23,26.2,83.58,0.4,"Rain, Overcast"
2020-07-23 21:00:00,2020-07-23,27.6,78.38,0.0,Overcast
2020-07-23 22:00:00,2020-07-23,27.2,80.73,0.0,Overcast
2020-07-23 23:00:00,2020-07-23,25.4,89.78,0.0,Overcast
2020-07-24 00:00:00,2020-07-24,26.7,84.65,0.0,Overcast
2020-07-24 01:00:00,2020-07-24,26.1,87.7,0.0,Overcast
2020-07-24 02:00:00,2020-07-24,25.2,94.2,1.0,"Rain, Overcast"
2020-07-24 03:00:00,2020-07-24,26.0,89.29,0.0,Partially cloudy
2020-07-24 04:00:00,2020-07-24,25.8,89.81,0.0,Overcast
2020-07-24 05:00:00,2020-07-24,24.7,98.22,6.0,"Rain, Overcast"
2020-07-24 06:00:00,2020-07-24,25.5,85.56,0.0,Overcast
2020-07-24 07:00:00,2020-07-24,25.5,84.52,0.0,Partially cloudy
2020-07-24 08:00:00,2020-07-24,24.9,97.05,0.0,Partially cloudy
2020-07-24 09:00:00,2020-07-24,25.5,79.53,0.0,Overcast
2020-07-24 10:00:00,2020-07-24,25.8,74.84,0.0,Overcast
2020-07-24 11:00:00,2020-07-24,24.2,88.61,1.9,"Rain, Overcast"
2020-07-24 12:00:00,2020-07-24,25.8,73.93,0.0,Overcast
2020-07-24 13:00:00,2020-07-24,26.0,73.06,0.0,Overcast
2020-07-24 14:00:00,2020-07-24,23.2,95.26,0.0,Overcast
2020-07-24 15:00:00,2020-07-24,25.4,77.59,0.0,Overcast
2020-07-24 16:00:00,2020-07-24,25.6,76.67,0.0,Overcast
2020-07-24 17:00:00,2020-07-24,22.9,91.27,2.0,"Rain, Partially cloudy"
2020-07-24 18:00:00,2020-07-24,25.5,77.13,0.0,Partially cloudy
2020-07-24 19:00:00,2020-07-24,25.4,77.59,0.0,Partially cloudy
2020-07-24 20:00:00,2020-07-24,22.4,91.23,0.0,Partially cloudy
2020-07-24 21:00:00,2020-07-24,25.0,78.97,0.0,Clear
2020-07-24 22:00:00,2020-07-24,24.3,83.37,0.0,Clear
2020-07-24 23:00:00,2020-07-24,22.6,91.81,0.0,Clear
2020-07-25 00:00:00,2020-07-25,23.5,84.31,0.0,Clear
2020-07-25 01:00:00,2020-07-25,23.0,86.36,0.0,Partially cloudy
2020-07-25 02:00:00,2020-07-25,22.4,91.23,0.0,Partially cloudy
2020-07-25 03:00:00,2020-07-25,22.5,88.47,0.0,Clear
2020-07-25 04:00:00,2020-07-25,22.3,88.46,0.0,Clear
2020-07-25 05:00:00,2020-07-25,21.9,96.99,0.0,Clear
2020-07-25 06:00:00,2020-07-25,23.1,83.23,0.0,Clear
2020-07-25 07:00:00,2020-07-25,23.5,81.75,0.0,Clear
2020-07-25 08:00:00,2020-07-25,24.7,85.47,0.0,Partially cloudy
2020-07-25 09:00:00,2020-07-25,24.9,78.48,0.0,Partially cloudy
2020-07-25 10:00:00,2020-07-25,26.9,69.71,0.0,Partially cloudy
2020-07-25 11:00:00,2020-07-25,30.2,54.1,0.0,Partially cloudy
2020-07-25 12:00:00,2020-07-25,28.1,67.83,0.0,Overcast
2020-07-25 13:00:00,2020-07-25,28.8,65.93,0.0,Overcast
2020-07-25 14:00:00,2020-07-25,30.7,63.18,0.0,Overcast
2020-07-25 15:00:00,2020-07-25,29.0,64.77,0.0,Overcast
2020-07-25 16:00:00,2020-07-25,28.8,65.52,0.0,Overcast
2020-07-25 17:00:00,2020-07-25,31.2,64.45,0.0,Overcast
2020-07-25 18:00:00,2020-07-25,28.1,74.31,0.0,Overcast
2020-07-25 19:00:00,2020-07-25,27.5,76.96,0.0,Overcast
2020-07-25 20:00:00,2020-07-25,27.2,76.45,0.0,Overcast
2020-07-25 21:00:00,2020-07-25,27.4,78.36,0.0,Overcast
2020-07-25 22:00:00,2020-07-25,26.8,81.66,0.0,Overcast
2020-07-25 23:00:00,2020-07-25,24.7,88.12,0.0,Overcast
2020-07-26 00:00:00,2020-07-26,25.9,88.21,0.0,Overcast
2020-07-26 01:00:00,2020-07-26,25.2,93.07,0.0,Overcast
2020-07-26 02:00:00,2020-07-26,23.1,98.8,0.0,Overcast
2020-07-26 03:00:00,2020-07-26,24.7,94.18,0.0,Overcast
2020-07-26 04:00:00,2020-07-26,24.6,93.04,0.0,Overcast
2020-07-26 05:00:00,2020-07-26,22.6,100.0,0.0,Overcast
2020-07-26 06:00:00,2020-07-26,25.0,89.76,0.0,Overcast
2020-07-26 07:00:00,2020-07-26,25.3,90.32,0.0,Overcast
2020-07-26 08:00:00,2020-07-26,25.4,94.21,0.0,Overcast
2020-07-26 09:00:00,2020-07-26,26.3,87.19,0.0,Overcast
2020-07-26 10:00:00,2020-07-26,27.6,78.86,0.0,Overcast
2020-07-26 11:00:00,2020-07-26,30.6,65.5,0.0,Overcast
2020-07-26 12:00:00,2020-07-26,28.0,74.75,0.0,Overcast
2020-07-26 13:00:00,2020-07-26,28.1,74.31,0.0,Overcast
2020-07-26 14:00:00,2020-07-26,29.9,72.41,0.0,Overcast
2020-07-26 15:00:00,2020-07-26,28.1,76.13,0.0,Overcast
2020-07-26 16:00:00,2020-07-26,28.0,79.39,0.0,Overcast
2020-07-26 17:00:00,2020-07-26,29.1,71.4,0.0,Overcast
2020-07-26 18:00:00,2020-07-26,27.0,83.17,0.0,Overcast
2020-07-26 19:00:00,2020-07-26,26.9,85.18,0.0,Overcast
2020-07-26 20:00:00,2020-07-26,26.9,90.43,3.0,"Rain, Overcast"
2020-07-26 21:00:00,2020-07-26,26.7,88.81,0.0,Overcast
2020-07-26 22:00:00,2020-07-26,26.2,89.3,0.0,Overcast
2020-07-26 23:00:00,2020-07-26,25.2,98.23,5.0,"Rain, Overcast"
2020-07-27 00:00:00,2020-07-27,25.2,85.01,0.0,Overcast
2020-07-27 01:00:00,2020-07-27,24.6,89.18,0.0,Overcast
2020-07-27 02:00:00,2020-07-27,25.1,100.0,0.0,Overcast
2020-07-27 03:00:00,2020-07-27,24.8,93.62,0.0,Overcast
2020-07-27 04:00:00,2020-07-27,25.1,94.19,0.0,Overcast
2020-07-27 05:00:00,2020-07-27,25.2,100.0,0.1,"Rain, Overcast"
2020-07-27 06:00:00,2020-07-27,25.9,93.11,0.0,Overcast
2020-07-27 07:00:00,2020-07-27,26.2,92.57,0.0,Overcast
2020-07-27 08:00:00,2020-07-27,25.4,98.82,0.0,Overcast
2020-07-27 09:00:00,2020-07-27,26.4,92.03,0.0,Overcast
2020-07-27 10:00:00,2020-07-27,27.2,84.7,0.0,Overcast
2020-07-27 11:00:00,2020-07-27,25.9,97.08,10.0,"Rain, Overcast"
2020-07-27 12:00:00,2020-07-27,27.7,81.28,0.0,Overcast
2020-07-27 13:00:00,2020-07-27,28.9,76.71,0.0,Overcast
2020-07-27 14:00:00,2020-07-27,29.7,76.37,5.0,"Rain, Overcast"
2020-07-27 15:00:00,2020-07-27,29.5,74.99,0.0,Overcast
2020-07-27 16:00:00,2020-07-27,29.8,74.59,0.0,Overcast
2020-07-27 17:00:00,2020-07-27,29.2,77.68,0.0,Overcast
2020-07-27 18:00:00,2020-07-27,28.5,81.38,0.0,Overcast
2020-07-27 19:00:00,2020-07-27,28.5,80.41,0.0,Overcast
2020-07-27 20:00:00,2020-07-27,26.7,88.81,0.0,Overcast
2020-07-27 21:00:00,2020-07-27,27.8,86.29,0.0,Overcast
2020-07-27 22:00:00,2020-07-27,27.5,88.87,0.0,Overcast
2020-07-27 23:00:00,2020-07-27,25.7,97.07,0.0,Overcast
2020-07-28 00:00:00,2020-07-28,27.4,89.39,0.0,Overcast
2020-07-28 01:00:00,2020-07-28,26.7,93.7,0.0,Overcast
2020-07-28 02:00:00,2020-07-28,25.7,98.23,0.0,Overcast
2020-07-28 03:00:00,2020-07-28,26.6,94.26,0.0,Overcast
2020-07-28 04:00:00,2020-07-28,26.5,94.25,0.0,Partially cloudy
2020-07-28 05:00:00,2020-07-28,25.4,98.82,7.0,"Rain, Overcast"
2020-07-28 06:00:00,2020-07-28,27.0,91.52,0.0,Overcast
2020-07-28 07:00:00,2020-07-28,27.1,91.52,0.0,Overcast
2020-07-28 08:00:00,2020-07-28,24.7,100.0,11.0,"Rain, Overcast"
2020-07-28 09:00:00,2020-07-28,27.7,92.65,0.0,Overcast
2020-07-28 10:00:00,2020-07-28,29.2,83.91,0.0,Overcast
2020-07-28 11:00:00,2020-07-28,25.9,95.93,3.0,"Rain, Overcast"
2020-07-28 12:00:00,2020-07-28,29.8,82.02,0.0,Overcast
2020-07-28 13:00:00,2020-07-28,29.4,82.46,0.0,Overcast
2020-07-28 14:00:00,2020-07-28,27.1,89.37,0.0,Overcast
2020-07-28 15:00:00,2020-07-28,29.1,87.96,0.0,Overcast
2020-07-28 16:00:00,2020-07-28,29.3,86.44,0.0,Overcast
2020-07-28 17:00:00,2020-07-28,27.7,89.95,0.7,"Rain, Overcast"
2020-07-28 18:00:00,2020-07-28,28.4,92.14,0.0,Overcast
2020-07-28 19:00:00,2020-07-28,28.2,91.59,0.0,Overcast
2020-07-28 20:00:00,2020-07-28,26.7,95.38,0.0,Overcast
2020-07-28 21:00:00,2020-07-28,28.3,89.99,0.0,Overcast
2020-07-28 22:00:00,2020-07-28,28.2,90.52,0.0,Overcast
2020-07-28 23:00:00,2020-07-28,25.9,98.82,0.0,Overcast
2020-07-29 00:00:00,2020-07-29,27.8,91.57,0.0,Overcast
2020-07-29 01:00:00,2020-07-29,27.6,92.64,0.0,Overcast
2020-07-29 02:00:00,2020-07-29,25.9,100.0,0.0,Overcast
2020-07-29 03:00:00,2020-07-29,27.5,94.29,0.0,Overcast
2020-07-29 04:00:00,2020-07-29,27.3,95.4,0.0,Overcast
2020-07-29 05:00:00,2020-07-29,25.2,100.0,0.0,Overcast
2020-07-29 06:00:00,2020-07-29,27.6,93.74,0.0,Overcast
2020-07-29 07:00:00,2020-07-29,27.9,92.11,0.0,Overcast
2020-07-29 08:00:00,2020-07-29,27.4,95.97,0.0,Overcast
2020-07-29 09:00:00,2020-07-29,29.2,87.45,0.1,"Rain, Overcast"
2020-07-29 10:00:00,2020-07-29,30.3,82.08,0.3,"Rain, Overcast"
2020-07-29 11:00:00,2020-07-29,29.9,86.49,0.0,Overcast
2020-07-29 12:00:00,2020-07-29,31.1,79.34,0.2,"Rain, Overcast"
2020-07-29 13:00:00,2020-07-29,31.9,76.26,0.2,"Rain, Overcast"
2020-07-29 14:00:00,2020-07-29,31.2,79.35,0.0,Overcast
2020-07-29 15:00:00,2020-07-29,30.8,78.37,0.0,Partially cloudy
2020-07-29 16:00:00,2020-07-29,29.4,84.43,0.1,"Rain, Overcast"
2020-07-29 17:00:00,2020-07-29,31.6,74.88,0.0,Overcast
2020-07-29 18:00:00,2020-07-29,29.5,85.44,0.0,Overcast
2020-07-29 19:00:00,2020-07-29,29.3,86.95,0.0,Overcast
2020-07-29 20:00:00,2020-07-29,28.2,92.67,0.0,Overcast
2020-07-29 21:00:00,2020-07-29,29.0,88.47,0.1,"Rain, Overcast"
2020-07-29 22:00:00,2020-07-29,28.8,89.5,0.1,"Rain, Overcast"
2020-07-29 23:00:00,2020-07-29,26.4,95.94,0.0,Overcast
2020-07-30 00:00:00,2020-07-30,29.2,87.45,0.0,Overcast
2020-07-30 01:00:00,2020-07-30,28.9,88.46,0.0,Overcast
2020-07-30 02:00:00,2020-07-30,26.2,98.24,0.1,"Rain, Overcast"
2020-07-30 03:00:00,2020-07-30,28.5,87.91,0.0,Overcast
2020-07-30 04:00:00,2020-07-30,28.3,87.37,0.0,Overcast
2020-07-30 05:00:00,2020-07-30,26.1,98.82,0.0,Overcast
2020-07-30 06:00:00,2020-07-30,28.5,86.36,0.0,Overcast
2020-07-30 07:00:00,2020-07-30,28.6,86.37,0.0,Overcast
2020-07-30 08:00:00,2020-07-30,28.2,96.56,0.0,Overcast
2020-07-30 09:00:00,2020-07-30,29.2,84.41,0.0,Overcast
2020-07-30 10:00:00,2020-07-30,30.5,76.95,0.0,Overcast
2020-07-30 11:00:00,2020-07-30,31.9,74.92,0.0,Overcast
